# elapsed, speed,x,y,z,roll,pitch,yaw,heading,new yaw, gForceX,gForceY,gForceZ,quatX,quatY,quatZ,quatW
8.893,3.045,-0.067,-0.227,-0.502,-0.000,0.012,0.010,-1.516,-0.053,0.998,-0.004,-0.007,0.688,0.006,0.726
8.980,3.054,-0.064,-0.228,-0.502,-0.000,0.012,0.010,-1.506,-0.054,0.998,-0.004,-0.007,0.684,0.006,0.729
9.025,3.066,-0.068,-0.229,-0.503,-0.000,0.012,0.012,-1.494,-0.055,0.998,-0.005,-0.008,0.680,0.006,0.733
9.081,3.077,-0.066,-0.234,-0.503,-0.000,0.012,0.012,-1.482,-0.057,0.998,-0.004,-0.008,0.675,0.007,0.737
9.148,3.090,-0.064,-0.236,-0.503,-0.000,0.013,0.013,-1.469,-0.058,0.998,-0.004,-0.008,0.670,0.007,0.742
9.214,3.102,-0.067,-0.238,-0.503,-0.000,0.013,0.013,-1.456,-0.059,0.998,-0.005,-0.008,0.666,0.007,0.746
9.269,3.113,-0.065,-0.240,-0.503,-0.000,0.013,0.011,-1.445,-0.060,0.998,-0.004,-0.008,0.662,0.007,0.750
9.336,3.126,-0.068,-0.242,-0.504,-0.000,0.013,0.014,-1.431,-0.061,0.998,-0.005,-0.009,0.657,0.007,0.754
9.391,3.137,-0.069,-0.244,-0.504,-0.000,0.014,0.011,-1.420,-0.062,0.998,-0.005,-0.009,0.652,0.007,0.758
9.458,3.151,-0.074,-0.247,-0.504,-0.000,0.014,0.014,-1.406,-0.064,0.997,-0.005,-0.009,0.647,0.007,0.762
9.525,3.165,-0.066,-0.249,-0.504,-0.000,0.014,0.014,-1.392,-0.065,0.997,-0.004,-0.009,0.642,0.007,0.767
9.581,3.177,-0.070,-0.251,-0.504,-0.000,0.015,0.012,-1.380,-0.066,0.997,-0.005,-0.010,0.637,0.007,0.771
9.646,3.191,-0.070,-0.254,-0.505,-0.000,0.015,0.015,-1.365,-0.067,0.997,-0.005,-0.010,0.632,0.007,0.775
9.713,3.206,-0.070,-0.256,-0.505,-0.000,0.015,0.015,-1.350,-0.069,0.997,-0.005,-0.010,0.626,0.007,0.780
9.768,3.219,-0.070,-0.258,-0.505,-0.000,0.015,0.013,-1.338,-0.070,0.997,-0.005,-0.010,0.621,0.007,0.784
9.834,3.234,-0.069,-0.261,-0.505,-0.000,0.016,0.015,-1.322,-0.072,0.997,-0.005,-0.010,0.615,0.008,0.788
9.901,3.250,-0.074,-0.264,-0.506,-0.000,0.016,0.016,-1.307,-0.073,0.997,-0.006,-0.011,0.609,0.008,0.793
9.957,3.263,-0.070,-0.266,-0.506,-0.000,0.016,0.013,-1.293,-0.074,0.997,-0.005,-0.011,0.604,0.008,0.797
10.023,3.280,-0.072,-0.269,-0.506,-0.000,0.017,0.016,-1.277,-0.076,0.997,-0.005,-0.011,0.598,0.008,0.802
10.080,3.294,-0.073,-0.271,-0.506,-0.000,0.017,0.014,-1.264,-0.077,0.997,-0.005,-0.011,0.592,0.008,0.806
10.145,3.311,-0.072,-0.274,-0.507,-0.000,0.017,0.017,-1.247,-0.079,0.997,-0.005,-0.012,0.586,0.008,0.810
10.211,3.328,-0.075,-0.276,-0.507,-0.000,0.017,0.017,-1.230,-0.081,0.997,-0.006,-0.012,0.579,0.008,0.815
10.267,3.343,-0.074,-0.279,-0.507,-0.000,0.018,0.014,-1.216,-0.082,0.997,-0.005,-0.012,0.573,0.008,0.819
10.334,3.361,-0.072,-0.281,-0.507,-0.000,0.018,0.017,-1.199,-0.083,0.997,-0.005,-0.012,0.566,0.008,0.824
